Periodo,COD_INFRACCION,DESC_INFRACCION,sum_CANTIDAD_INFRACCIONES
2017-3,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,374
2017-3,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",240
2017-4,A05,No respetar las señales de tránsito,467
2017-4,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,540
2017-4,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2789
2017-4,B02,Conducir un vehículo con la licencia de conducción vencida,450
2017-4,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,361
2017-4,C02,Estacionar un vehículo en los sitios prohibidos,2106
2017-4,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,229
2017-4,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1676
2017-4,C24,Conducir motocicleta sin observar las siguientes normas,1574
2017-4,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,586
2017-4,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",2295
2017-4,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",273
2017-4,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",325
2017-4,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",758
2017-4,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",822
2017-4,F06,Actuar de manera que ponga en peligro su integridad física,1157
2017-4,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",281
2017-4,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",899
2017-4,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1083
2017-4,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,346
2017-4,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",294
2017-5,A05,No respetar las señales de tránsito,353
2017-5,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,356
2017-5,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2864
2017-5,B02,Conducir un vehículo con la licencia de conducción vencida,391
2017-5,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,346
2017-5,C02,Estacionar un vehículo en los sitios prohibidos,1530
2017-5,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,206
2017-5,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1863
2017-5,C24,Conducir motocicleta sin observar las siguientes normas,1613
2017-5,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,466
2017-5,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",2422
2017-5,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",281
2017-5,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",369
2017-5,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",719
2017-5,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",590
2017-5,F06,Actuar de manera que ponga en peligro su integridad física,523
2017-5,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",232
2017-5,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",895
2017-5,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1033
2017-5,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,365
2017-5,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",292
2017-6,A05,No respetar las señales de tránsito,319
2017-6,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,341
2017-6,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2730
2017-6,B02,Conducir un vehículo con la licencia de conducción vencida,487
2017-6,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,411
2017-6,C02,Estacionar un vehículo en los sitios prohibidos,1657
2017-6,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,217
2017-6,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1773
2017-6,C24,Conducir motocicleta sin observar las siguientes normas,1542
2017-6,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,609
2017-6,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",2139
2017-6,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",313
2017-6,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",297
2017-6,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",695
2017-6,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",706
2017-6,F06,Actuar de manera que ponga en peligro su integridad física,467
2017-6,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",328
2017-6,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",789
2017-6,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1172
2017-6,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,412
2017-6,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",409
2017-7,A05,No respetar las señales de tránsito,265
2017-7,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,183
2017-7,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2901
2017-7,B02,Conducir un vehículo con la licencia de conducción vencida,504
2017-7,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,451
2017-7,C02,Estacionar un vehículo en los sitios prohibidos,2274
2017-7,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,272
2017-7,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1475
2017-7,C24,Conducir motocicleta sin observar las siguientes normas,1497
2017-7,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,997
2017-7,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1879
2017-7,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",296
2017-7,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",291
2017-7,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",581
2017-7,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",646
2017-7,F06,Actuar de manera que ponga en peligro su integridad física,368
2017-7,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",203
2017-7,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",780
2017-7,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1190
2017-7,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,497
2017-7,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",407
2017-8,A05,No respetar las señales de tránsito,80
2017-8,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,90
2017-8,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,3253
2017-8,B02,Conducir un vehículo con la licencia de conducción vencida,651
2017-8,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,747
2017-8,C02,Estacionar un vehículo en los sitios prohibidos,2308
2017-8,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,323
2017-8,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1582
2017-8,C24,Conducir motocicleta sin observar las siguientes normas,1442
2017-8,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,720
2017-8,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",2092
2017-8,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",384
2017-8,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",308
2017-8,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",649
2017-8,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",604
2017-8,F06,Actuar de manera que ponga en peligro su integridad física,525
2017-8,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",308
2017-8,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",935
2017-8,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1401
2017-8,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,570
2017-8,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",418
2017-9,A05,No respetar las señales de tránsito,83
2017-9,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,159
2017-9,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2315
2017-9,B02,Conducir un vehículo con la licencia de conducción vencida,424
2017-9,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,479
2017-9,C02,Estacionar un vehículo en los sitios prohibidos,1812
2017-9,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,250
2017-9,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1194
2017-9,C24,Conducir motocicleta sin observar las siguientes normas,957
2017-9,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,427
2017-9,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1598
2017-9,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",358
2017-9,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",237
2017-9,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",483
2017-9,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",425
2017-9,F06,Actuar de manera que ponga en peligro su integridad física,378
2017-9,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",260
2017-9,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",680
2017-9,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1013
2017-9,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,421
2017-9,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",388
2017-10,A05,No respetar las señales de tránsito,104
2017-10,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,175
2017-10,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2409
2017-10,B02,Conducir un vehículo con la licencia de conducción vencida,346
2017-10,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,355
2017-10,C02,Estacionar un vehículo en los sitios prohibidos,1903
2017-10,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,255
2017-10,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1108
2017-10,C24,Conducir motocicleta sin observar las siguientes normas,984
2017-10,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,377
2017-10,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1664
2017-10,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",322
2017-10,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",267
2017-10,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",529
2017-10,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",611
2017-10,F06,Actuar de manera que ponga en peligro su integridad física,258
2017-10,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",203
2017-10,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",778
2017-10,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",989
2017-10,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,472
2017-10,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",353
2017-11,A05,No respetar las señales de tránsito,166
2017-11,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,119
2017-11,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2080
2017-11,B02,Conducir un vehículo con la licencia de conducción vencida,292
2017-11,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,211
2017-11,C02,Estacionar un vehículo en los sitios prohibidos,1118
2017-11,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,233
2017-11,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",934
2017-11,C24,Conducir motocicleta sin observar las siguientes normas,777
2017-11,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,489
2017-11,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1419
2017-11,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",387
2017-11,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",231
2017-11,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",433
2017-11,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",448
2017-11,F06,Actuar de manera que ponga en peligro su integridad física,258
2017-11,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",142
2017-11,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",686
2017-11,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",857
2017-11,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,355
2017-11,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",305
2017-12,A05,No respetar las señales de tránsito,76
2017-12,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,72
2017-12,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,1494
2017-12,B02,Conducir un vehículo con la licencia de conducción vencida,205
2017-12,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,124
2017-12,C02,Estacionar un vehículo en los sitios prohibidos,767
2017-12,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,118
2017-12,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",678
2017-12,C24,Conducir motocicleta sin observar las siguientes normas,497
2017-12,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,317
2017-12,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1020
2017-12,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",261
2017-12,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",237
2017-12,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",348
2017-12,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",431
2017-12,F06,Actuar de manera que ponga en peligro su integridad física,111
2017-12,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",72
2017-12,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",440
2017-12,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",711
2017-12,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,198
2017-12,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",89
2018-1,A05,No respetar las señales de tránsito,304
2018-1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,139
2018-1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,2150
2018-1,B02,Conducir un vehículo con la licencia de conducción vencida,316
2018-1,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,181
2018-1,C02,Estacionar un vehículo en los sitios prohibidos,733
2018-1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,252
2018-1,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",969
2018-1,C24,Conducir motocicleta sin observar las siguientes normas,809
2018-1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,407
2018-1,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1351
2018-1,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",322
2018-1,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",314
2018-1,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",410
2018-1,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",509
2018-1,F06,Actuar de manera que ponga en peligro su integridad física,257
2018-1,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",169
2018-1,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",640
2018-1,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",1077
